County,GEOID,License Number,Entity Name,DBA Name,Street Number,Street Name,City,State,Zip Code,geometry,TRACTCE,LSAD,ALAND,AWATER,pop_total,pop_white,housing_total,housing_owned,housing_rental,med_income,state,county,tract,_merge
ONONDAGA,36067016200,310592,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9030,6320,S SALINA ST,NEDROW,NY,13120,POINT (406806.7691905666 4759117.756896948),16200,CT,3889244,0,2299,1551,889,794,95,33567,36,67,16200,both
ONONDAGA,36067015800,310891,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10784,2512,RTE 11,LAFAYETTE,NY,13084,POINT (409770.577422622 4749544.131381044),15800,CT,101719105,1027096,4823,4429,1928,1728,200,41176,36,67,15800,both
ONONDAGA,36067015701,738512,DOLGEN NEW YORK LLC,DOLLAR GENERAL #19518,7344,RTE 20,POMPEY,NY,13138,POINT (417218.8520373573 4749942.079226432),15701,CT,86618651,219762,2481,2408,1099,1045,54,50853,36,67,15701,both
ONONDAGA,36067015400,310955,DOLGEN NEW YORK LLC,DOLLAR GENERAL #11033,7031,MANLIUS CENTER RD,EAST SYRACUSE,NY,13057,POINT (415696.0809018468 4768368.797117086),15400,CT,13758133,29268,5193,4518,2090,1719,371,40879,36,67,15400,both
ONONDAGA,36067014500,715868,DOLGEN NEW YORK LLC,DOLLAR GENERAL #15408,6523,COLLAMER RD/ ROUTE 298,EAST SYRACUSE,NY,13057,POINT (412960.0340459993 4772830.857674082),14500,CT,17120546,38783,3523,3238,1855,1171,684,40884,36,67,14500,both
ONONDAGA,36067014400,758863,DOLGEN NEW YORK LLC,DOLLAR GENERAL #25200,3905,NEW COURT AVE,SYRACUSE,NY,13206,POINT (409328.0757069653 4770402.17313665),14400,CT,16966984,0,2381,1799,987,703,284,35156,36,67,14400,both
ONONDAGA,36067014400,310925,DOLGEN NEW YORK LLC,DOLLAR GENERAL #11009,3535,JAMES ST,SYRACUSE,NY,13206,POINT (410627.7849774513 4769157.758406154),14400,CT,16966984,0,2381,1799,987,703,284,35156,36,67,14400,both
ONONDAGA,36067013900,730521,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 19228,2202,BREWERTON RD,MATTYDALE,NY,13211,POINT (406865.3041402227 4772332.686101562),13900,CT,4608637,0,2672,2426,1043,854,189,37338,36,67,13900,both
ONONDAGA,36067013800,758544,DOLGEN NEW YORK LLC,DOLLAR GENERAL #30177,101,LAWRENCE RD E,SYRACUSE,NY,13212,POINT (406872.1619954957 4774266.422987831),13800,CT,2631520,0,2054,1942,844,687,157,39837,36,67,13800,both
ONONDAGA,36067013701,310819,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10325,602,OLD LIVERPOOL RD,LIVERPOOL,NY,13088,POINT (403137.3357535914 4771519.645869716),13701,CT,3956049,3564937,4175,3681,1974,1475,499,38938,36,67,13701,both
ONONDAGA,36067013000,310585,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8991,2909,MILTON AVE,SOLVAY,NY,13209,POINT (400144.8501308031 4768179.34409993),13000,CT,2389160,0,3904,3304,1728,1077,651,39396,36,67,13000,both
ONONDAGA,36067012800,713613,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14963,922,STATE FAIR BLVD,GEDDES,NY,13209,POINT (398743.5400910616 4772216.816495894),12800,CT,13241862,6488803,2895,2794,1223,1067,156,35625,36,67,12800,both
ONONDAGA,36067012000,310974,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10893,1160,STATE ROUTE 5,ELBRIDGE,NY,13060,POINT (384024.422822102 4766080.637865384),12000,CT,97273813,1915949,5733,5302,2328,1995,333,34664,36,67,12000,both
ONONDAGA,36067011800,310707,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9576,7252,STATE FAIR BLVD,SYRACUSE,NY,13209,POINT (395370.5702517988 4775066.243332576),11800,CT,7781523,259382,5765,5351,2731,1843,888,34292,36,67,11800,both
ONONDAGA,36067011102,744235,DOLGEN NEW YORK LLC,DOLLAR GENERAL #22429,7386,OSWEGO RD,LIVERPOOL,NY,13090,POINT (400905.9828616854 4775834.745444992),11102,CT,7940947,0,3514,1951,1699,141,1558,33125,36,67,11102,both
ONONDAGA,36067011012,739443,DOLGEN NEW YORK LLC,DOLLAR GENERAL #21162,4975,BEAR RD,LIVERPOOL,NY,13088,POINT (404696.4678892913 4776672.82508772),11012,CT,1965787,0,3890,3344,1779,799,980,41007,36,67,11012,both
ONONDAGA,36067010700,310593,DOLGEN NEW YORK LLC,DOLLAR GENERAL 7940,709-729,N MAIN ST #721,NORTH SYRACUSE,NY,13212,POINT (408249.7556679727 4777432.283525378),10700,CT,2342843,0,1956,1714,920,632,288,43326,36,67,10700,both
ONONDAGA,36067010200,310526,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8537,5501,BARTELL RD,BREWERTON,NY,13029,POINT (407734.4673355526 4787295.715308932),10200,CT,25298959,94133,5813,5393,2301,1527,774,45462,36,67,10200,both
ONONDAGA,36067010100,311181,DOLGEN NEW YORK LLC,DOLLAR GENERAL #8840,7999,STATE ROUTE 31,BRIDGEPORT,NY,13030,POINT (420790.7759909811 4778518.612436828),10100,CT,13012500,127225,2569,2350,1012,940,72,53125,36,67,10100,both
ONONDAGA,36067006101,730554,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 19245,4141,S SALINA ST,SYRACUSE,NY,13205,POINT (406987.8363642874 4762356.549969306),6101,CT,1364424,0,3798,1352,1435,720,715,28038,36,67,6101,both
ONONDAGA,36067005400,760190,DOLGEN NEW YORK LLC,DOLLAR GENERAL #30401,2711,S SALINA ST,SYRACUSE,NY,13205,POINT (406909.6915583047 4763797.704726768),5400,CT,747726,0,2245,249,814,274,540,24962,36,67,5400,both
ONONDAGA,36067003200,749812,DOLGEN NEW YORK LLC,DOLLAR GENERAL #23195,301,S SALINA ST,SYRACUSE,NY,13202,POINT (406180.8613752261 4766842.348505607),3200,CT,1190714,0,3187,1774,1577,11,1566,35510,36,67,3200,both
ONONDAGA,36067002901,730532,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 19244,220,S GEDDES ST,SYRACUSE,NY,13204,POINT (404608.8121607113 4766458.792361522),2901,CT,1884803,0,2899,2434,1353,587,766,41673,36,67,2901,both
ONONDAGA,36067001500,311271,DOLGEN NEW YORK LLC,DOLLAR GENERAL 13168,606,BUTTERNUT ST,SYRACUSE,NY,13208,POINT (406677.4854672726 4768091.224695344),1500,CT,511989,0,2585,1314,795,272,523,28826,36,67,1500,both
ONEIDA,36065026700,751062,DOLGEN NEW YORK LLC,DOLLAR GENERAL #6714,1600,MAIN ST,SYLVAN BEACH,NY,13157,POINT (440857.8279474124 4783724.599714375),26700,CT,159147761,87125467,5333,5280,2015,1709,306,38527,36,65,26700,both
ONEIDA,36065026200,710603,DOLGEN NEW YORK LLC,DOLLAR GENERAL 14466,9070,RT 365,HOLLAND PATENT,NY,13354,POINT (476724.4850890739 4786768.311566927),26200,CT,82586606,1108720,7247,7155,2554,2159,395,46782,36,65,26200,both
ONEIDA,36065026100,734527,DOLGEN NEW YORK LLC,DOLLAR GENERAL STORE #16137,8420,STATE ROUTE 69,ORISKANY,NY,13424,POINT (472997.3530491276 4778526.627532831),26100,CT,31810303,0,2527,2219,916,715,201,38382,36,65,26100,both
ONEIDA,36065025800,712821,DOLGEN NEW YORK LLC,DOLLAR GENERAL #15168,9501,US ROUTE 20,BRIDGEWATER,NY,13313,POINT (478966.6755367283 4747428.121978045),25800,CT,61757811,29948,1386,1367,545,463,82,34671,36,65,25800,both
ONEIDA,36065025700,300577,DOLGEN NEW YORK LLC,DOLLAR GENERAL #11111,103,W MAIN ST,WATERVILLE,NY,13480,POINT (468960.7718026482 4753216.215637596),25700,CT,79776708,464777,2331,2299,1032,710,322,39286,36,65,25700,both
ONEIDA,36065025100,300315,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8493,1,NEW HARTFORD SHOPPING CTR,NEW HARTFORD,NY,13413,POINT (475920.5201014264 4769266.878048563),25100,CT,1603840,0,1811,1689,911,569,342,49348,36,65,25100,both
ONEIDA,36065025002,300405,DOLGEN NEW YORK LLC,DOLLAR GENERAL #6343,34,CHENANGO AVE,CLINTON,NY,13323,POINT (469038.2520903182 4766351.122825059),25002,CT,22334898,0,4081,3894,1865,1052,813,55851,36,65,25002,both
ONEIDA,36065024900,300353,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9112,4464,PETERBORO ST S,VERNON,NY,13476,POINT (456135.8342871444 4769751.368202363),24900,CT,97970866,28029,5339,5059,2267,1581,686,41501,36,65,24900,both
ONEIDA,36065024800,300531,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10537,95,STATE ST E,SHERRILL,NY,13461,POINT (451806.7242858415 4769274.930282244),24800,CT,5986679,0,2987,2843,1307,938,369,42793,36,65,24800,both
ONEIDA,36065024500,300419,DOLGEN NEW YORK LLC,DOLLAR GENERAL STR 9763,35,MAIN ST,CAMDEN,NY,13316,POINT (439375.2844374987 4798185.263977154),24500,CT,139893779,363942,4845,4770,2315,1802,513,41627,36,65,24500,both
ONEIDA,36065024400,718996,DOLGEN NEW YORK LLC,DOLLAR GENERAL STORE #15735,4120,STATE RTE 69,TABERG,NY,13471,POINT (450082.441831655 4793993.867871884),24400,CT,298200298,1041317,4294,4067,1655,1416,239,30879,36,65,24400,both
ONEIDA,36065024301,745160,DOLGEN NEW YORK LLC,DOLLAR GENERAL #21145,9127,TURIN RD,ROME,NY,13440,POINT (461602.3845079726 4794514.634650297),24301,CT,9204331,1051131,3088,2736,1335,1229,106,48229,36,65,24301,both
ONEIDA,36065024200,300731,DOLGEN NEW YORK LLC,DOLLAR GENERAL #8903,13194,RT 12,BOONVILLE,NY,13309,POINT (474179.6402030964 4813885.793153086),24200,CT,186046509,1978970,4474,4249,1948,1402,546,39930,36,65,24200,both
ONEIDA,36065024102,740533,DOLGEN NEW YORK LLC,DOLLAR GENERAL #20510,10372,PRITCHARD RD,REMSEN,NY,13438,POINT (483685.0252991605 4798308.055129549),24102,CT,202338572,3968996,2542,2519,1093,894,199,37557,36,65,24102,both
ONEIDA,36065023200,300408,DOLGEN NEW YORK LLC,DOLLAR GENERAL #6469,131,ORISKANY BLVD SUITE 7,WHITESBORO,NY,13492,POINT (476094.2727662657 4774090.808934188),23200,CT,8346395,4308,4288,3800,2036,1062,974,31273,36,65,23200,both
ONEIDA,36065023000,741148,DOLGEN NEW YORK LLC,DOLLAR GENERAL #20688,5354,STATE ROUTE 233,WESTMORELAND,NY,13490,POINT (466997.304542742 4774412.599318658),23000,CT,111720718,38347,6066,5925,2331,2142,189,37355,36,65,23000,both
ONEIDA,36065022702,300365,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9428,8220,TURIN RD,ROME,NY,13440,POINT (462561.4959154148 4789491.374121297),22702,CT,68088737,637558,3742,3444,1578,1469,109,38667,36,65,22702,both
ONEIDA,36065022200,300321,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8559,801,BLACK RIVER BLVD N,ROME,NY,13440,POINT (463609.7978019321 4785303.222060452),22200,CT,1564814,0,3050,2590,1265,859,406,53488,36,65,22200,both
ONEIDA,36065021402,709395,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14421,1700,ERIE ST,UTICA,NY,13502,POINT (479194.1545232523 4773056.36287908),21402,CT,766655,0,1827,1365,680,339,341,27255,36,65,21402,both
ONEIDA,36065021302,730580,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 12183,1112,MOHAWK ST,UTICA,NY,13501,POINT (481929.0504611991 4770956.299866991),21302,CT,1632506,0,4633,3651,1794,1227,567,27489,36,65,21302,both
NIAGARA,36063024502,720933,DOLGEN NEW YORK LLC,DOLLAR GENERAL #16268,3661,RANSOMVILLE ROAD,RANSOMVILLE,NY,14131,POINT (182602.3793587717 4794481.963974989),24502,CT,77600369,10786361,3869,3772,1543,1297,246,50514,36,63,24502,both
NIAGARA,36063024401,290275,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8370,735,CENTER ST,LEWISTON,NY,14092,POINT (171779.6972009598 4787813.895309929),24401,CT,2840234,360474,2582,2536,1307,811,496,27343,36,63,24401,both
NIAGARA,36063024303,757292,DOLGEN NEW YORK LLC,DOLLAR GENERAL #24374,3929,RIDGE RD,LOCKPORT,NY,14094,POINT (189065.5971695365 4790402.589491796),24303,CT,102847866,0,5751,5601,2466,2044,422,44660,36,63,24303,both
NIAGARA,36063024301,709067,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14797,686,LAKE ST RT 425,WILSON,NY,14172,POINT (189704.3599072674 4800828.546499032),24301,CT,2105910,493375,1309,1129,589,452,137,36827,36,63,24301,both
NIAGARA,36063024202,744228,DOLGEN NEW YORK LLC,DOLLAR GENERAL #20328,5970,E LAKE RD,OLCOTT,NY,14126,POINT (198986.8071655059 4804752.248030244),24202,CT,59612748,4292154,2744,2551,1153,949,204,35195,36,63,24202,both
NIAGARA,36063024201,290428,DOLGEN NEW YORK LLC,DOLLAR GENERAL STR#8360,6181,MCKEE ST,NEWFANE,NY,14108,POINT (199896.408008848 4798181.404208833),24201,CT,74609168,0,6595,6275,2476,2100,376,38159,36,63,24201,both
NIAGARA,36063024102,736208,DOLGEN NEW YORK LLC,DOLLAR GENERAL #19579,1895,QUAKER RD,BARKER,NY,14012,POINT (211846.2705923329 4802828.570745336),24102,CT,96109920,3325140,2577,2249,1012,831,181,39485,36,63,24102,both
NIAGARA,36063024001,719074,DOLGEN NEW YORK LLC,DOLLAR GENERAL #15739,4201,CARMEN RD,MIDDLEPORT,NY,14105,POINT (216481.8826070129 4789604.112856383),24001,CT,179317661,804615,5893,5492,2260,1805,455,40376,36,63,24001,both
NIAGARA,36063024001,290334,DOLGEN NEW YORK LLC,DOLLAR GENERAL 6050,8405,ROCHESTER RD,GASPORT,NY,14067,POINT (209685.5159228362 4788779.395427673),24001,CT,179317661,804615,5893,5492,2260,1805,455,40376,36,63,24001,both
NIAGARA,36063023902,290273,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8333,1201,LINCOLN AVE,LOCKPORT,NY,14094,POINT (201997.6645383863 4784430.322819673),23902,CT,3452062,0,4701,3852,2291,1331,960,38512,36,63,23902,both
NIAGARA,36063023401,290358,DOLGEN NEW YORK LLC,DOLLAR GENERAL 6955,4015,LAKE AVE,LOCKPORT,NY,14094,POINT (201405.4715046919 4791598.662297943),23401,CT,57430586,80995,7342,5907,2731,2246,485,41389,36,63,23401,both
NIAGARA,36063023401,290279,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8183,5921,S TRANSIT RD,LOCKPORT,NY,14094,POINT (199487.02844719 4782480.841087149),23401,CT,57430586,80995,7342,5907,2731,2246,485,41389,36,63,23401,both
NIAGARA,36063023100,290552,DOLGEN NEW YORK LLC,DOLLAR GENERAL #8306,384,TWIN CITY MEMORIAL HWY,NORTH TONAWANDA,NY,14120,POINT (185379.9246587356 4771830.961239254),23100,CT,1110687,51577,2226,2078,990,526,464,33627,36,63,23100,both
NIAGARA,36063022803,290547,DOLGEN NEW YORK LLC,DOLLAR GENERAL 12623,1385,NASH RD,NORTH TONAWANDA,NY,14120,POINT (185314.9142648209 4774829.994452435),22803,CT,2278114,0,3294,3275,1462,1362,100,49628,36,63,22803,both
NIAGARA,36063022717,732351,DOLGEN NEW YORK LLC,DOLLAR GENERAL #18480,3887,MAPLETON RD,NORTH TONAWANDA,NY,14120,POINT (188118.5634844956 4781544.874570686),22717,CT,30368286,0,5403,5191,1831,1727,104,54640,36,63,22717,both
NIAGARA,36063022714,754829,DOLGEN NEW YORK LLC,DOLLAR GENERAL #22399,2300,NIAGARA FALLS BLVD,NIAGARA FALLS,NY,14304,POINT (180678.0316402329 4779180.128893746),22714,CT,12226917,1736902,4319,4004,1793,1167,626,41625,36,63,22714,both
NIAGARA,36063022702,730576,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 18375,6408,CAMPBELL BLVD,LOCKPORT,NY,14094,POINT (193340.4571997679 4780626.388239792),22702,CT,70153542,699417,6745,6463,2515,2330,185,42943,36,63,22702,both
NIAGARA,36063022702,728621,DOLGEN NEW YORK LLC,DOLLAR GENERAL #18074,6726,TRANSIT RD,LOCKPORT,NY,14094,POINT (199095.3146642507 4778814.969013019),22702,CT,70153542,699417,6745,6463,2515,2330,185,42943,36,63,22702,both
NIAGARA,36063022601,724298,DOLGEN NEW YORK LLC,DOLLAR GENERAL #17234,4835,MILITARY ROAD,NIAGARA FALLS,NY,14305,POINT (174079.5821881573 4783113.585629527),22601,CT,9036817,0,2467,2369,1021,791,230,36354,36,63,22601,both
NIAGARA,36063022300,290362,DOLGEN NEW YORK LLC,DOLLAR GENERAL 6717,8735,NIAGARA FALLS BLVD,NIAGARA FALLS,NY,14304,POINT (177500.4806011957 4778579.628306358),22300,CT,1272654,0,2401,2059,998,760,238,38790,36,63,22300,both
NIAGARA,36063020900,290278,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8417,1802,PINE AVE,NIAGARA FALLS,NY,14301,POINT (171212.5988790156 4779583.78182724),20900,CT,723849,0,2105,902,1192,291,901,16604,36,63,20900,both
NIAGARA,36063020200,740535,DOLGEN NEW YORK LLC,DOLLAR GENERAL #19988,3622,HYDE PARK BLVD,NIAGARA FALLS,NY,14305,POINT (171616.7025712827 4782146.806694745),20200,CT,2279766,0,2622,429,1196,229,967,10388,36,63,20200,both
MONTGOMERY,36057072300,742191,DOLGEN NEW YORK LLC,DOLLAR GENERAL #8623,174,W GRAND ST,PALATINE BRIDGE,NY,13428,POINT (533988.4371149228 4751364.409863372),72300,CT,106373634,1630284,3231,2944,1325,956,369,38785,36,57,72300,both
MONTGOMERY,36057072200,270123,DOLGEN NEW YORK LLC,DOLLAR GENERAL #7422,41,W MAIN ST,FONDA,NY,12068,POINT (550760.7919746201 4755900.130526182),72200,CT,89823021,1845430,3767,3528,1360,1162,198,40744,36,57,72200,both
MONTGOMERY,36057070900,732158,DOLGEN NEW YORK LLC,DOLLAR GENERAL #18503,201,E MAIN ST,AMSTERDAM,NY,12010,POINT (566411.3139632405 4753750.111195772),70900,CT,1239481,193108,1564,883,734,276,458,26326,36,57,70900,both
MONTGOMERY,36057070200,270086,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9357,140,GUY PARK AVE,AMSTERDAM,NY,12010,POINT (565404.1675018971 4754869.379568722),70200,CT,4263700,471984,2101,1626,978,354,624,27614,36,57,70200,both
MONROE,36055015304,261285,DOLGEN NEW YORK LLC,DOLLAR GENERAL 6386,50,MAIN ST,BROCKPORT,NY,14420,POINT (261304.0877612476 4788957.285603893),15304,CT,4852228,144675,4121,3803,1833,941,892,27741,36,55,15304,both
MONROE,36055015101,261312,DOLGEN NEW YORK LLC,DOLLAR GENERAL STR 9355,1816,LAKE RD,HAMLIN,NY,14464,POINT (263140.4611860162 4797335.433461046),15101,CT,52362502,1639036,4991,4811,1978,1801,177,33000,36,55,15101,both
MONROE,36055015000,261619,DOLGEN NEW YORK LLC,DOLLAR GENERAL #5730,7135,W BUFFALO RD,CHURCHVILLE,NY,14428,POINT (264094.8549371315 4776040.457352655),15000,CT,90548786,689230,5643,5450,2120,1884,236,42392,36,55,15000,both
MONROE,36055014802,261610,DOLGEN NEW YORK LLC,DOLLAR GENERAL #9897,5103,RIDGE RD W,SPENCERPORT,NY,14559,POINT (272595.4668057439 4788736.764297371),14802,CT,66899350,0,5357,5263,2096,1890,206,42184,36,55,14802,both
MONROE,36055014700,261222,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9742,3892,SCOTTSVILLE RD,SCOTTSVILLE,NY,14546,POINT (276596.7373333928 4767682.974376674),14700,CT,78763778,676603,4704,4358,1933,1290,643,34750,36,55,14700,both
MONROE,36055014601,260979,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8211,3240,CHILI AVE,ROCHESTER,NY,14624,POINT (276055.5219020753 4776091.899398573),14601,CT,26334540,114145,5538,4800,2174,1681,493,45149,36,55,14601,both
MONROE,36055014400,261716,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10927,1315,CHILI AVE,ROCHESTER,NY,14624,POINT (282778.6820672996 4779606.098302118),14400,CT,8862089,48116,4700,3456,1807,1629,178,41555,36,55,14400,both
MONROE,36055014301,730562,DOLGEN NEW YORK LLC,DOLLAR GENERAL #19236,2390,LYELL AVE,ROCHESTER,NY,14606,POINT (281256.1743280856 4782754.459654446),14301,CT,2762436,66653,3010,1970,1328,730,598,34467,36,55,14301,both
MONROE,36055013901,759932,DOLGEN NEW YORK LLC,DOLLAR GENERAL #30675,3750,MT READ BLVD,ROCHESTER,NY,14616,POINT (284117.2438929764 4789483.455082955),13901,CT,2258111,0,4002,3391,1729,1257,472,30871,36,55,13901,both
MONROE,36055013901,261180,DOLGEN NEW YORK LLC,DOLLAR GENERAL 7434,2873,DEWEY AVE,GREECE,NY,14616,POINT (285448.9422829655 4788871.84628523),13901,CT,2258111,0,4002,3391,1729,1257,472,30871,36,55,13901,both
MONROE,36055013601,730549,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 19224,4419,DEWEY AVE,ROCHESTER,NY,14616,POINT (285033.837471534 4792205.574859004),13601,CT,2418783,0,4280,3691,1914,1394,520,35112,36,55,13601,both
MONROE,36055012900,261161,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9079,1900,S CLINTON AVE,ROCHESTER,NY,14618,POINT (288917.3904368859 4777518.624548392),12900,CT,4394069,5620,5200,4075,2315,1383,932,65434,36,55,12900,both
MONROE,36055012100,261144,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9233,453,W COMMERCIAL ST,EAST ROCHESTER,NY,14445,POINT (296951.1152849406 4776792.841974822),12100,CT,2202703,0,3862,3416,1706,1163,543,27255,36,55,12100,both
MONROE,36055010400,261110,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8814,525,TITUS AVE,IRONDEQUOIT,NY,14617,POINT (288380.4078266353 4787127.041103086),10400,CT,2364892,0,4875,3775,2299,1636,663,38281,36,55,10400,both
MONROE,36055009401,751290,DOLGEN NEW YORK LLC,DOLLAR GENERAL #22585,252,E MAIN ST,ROCHESTER,NY,14604,POINT (288180.3348765763 4781615.350295606),9401,CT,521226,17868,2138,1490,1217,70,1147,31551,36,55,9401,both
MONROE,36055006000,730560,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 19235,1004,CULVER RD,ROCHESTER,NY,14609,POINT (291579.7221576017 4782157.076048302),6000,CT,902895,0,3194,1895,1548,906,642,34249,36,55,6000,both
MONROE,36055003000,730563,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 19237,529,MONROE AVE,ROCHESTER,NY,14607,POINT (289134.472984393 4780286.668967142),3000,CT,438635,0,2174,1573,1157,240,917,31406,36,55,3000,both
MONROE,36055002300,261037,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8558,822,LAKE AVE,ROCHESTER,NY,14613,POINT (286170.9640141018 4784178.38646515),2300,CT,1131240,82079,4002,1533,1710,257,1453,18203,36,55,2300,both
MADISON,36053031000,746439,DOLGEN NEW YORK LLC,DOLLAR GENERAL #21799,7578,RT 20,MADISON,NY,13402,POINT (459484.7249204257 4750225.144112261),31000,CT,202190861,1691611,5636,5532,2347,2012,335,35308,36,53,31000,both
MADISON,36053030900,250094,DOLGEN NEW YORK LLC,DOLLAR GENERAL #6958,113,UTICA ST,HAMILTON,NY,13346,POINT (455020.274697002 4742442.564930229),30900,CT,10589411,93115,3754,3015,873,498,375,5723,36,53,30900,both
MADISON,36053030701,714397,DOLGEN NEW YORK LLC,DOLLAR GENERAL #15844,34,W MAIN ST RT 20,MORRISVILLE,NY,13408,POINT (446971.0665540533 4749871.227463792),30701,CT,115586283,2439864,4788,4272,1369,1159,210,17003,36,53,30701,both
MADISON,36053030601,740748,DOLGEN NEW YORK LLC,DOLLAR GENERAL #20391,5114,BEAR PATH RD,MUNNSVILLE,NY,13409,POINT (452175.9095721637 4757619.422514667),30601,CT,144955591,222349,3422,3186,1109,986,123,35454,36,53,30601,both
MADISON,36053030402,755861,DOLGEN NEW YORK LLC,DOLLAR GENERAL #23829,1414,ROUTE 5 W,CHITTENANGO,NY,13037,POINT (426798.3789697238 4766533.73615684),30402,CT,77836104,209266,3037,2909,1153,1010,143,42412,36,53,30402,both
MADISON,36053030401,250107,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10521,300,TUSCARORA RD,CHITTENANGO,NY,13037,POINT (429272.9276939961 4767228.231631337),30401,CT,8864610,10324,4985,4878,1857,1268,589,44942,36,53,30401,both
MADISON,36053030300,250066,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8656,419,S PETERBORO ST,CANASTOTA,NY,13032,POINT (438714.7760133761 4768935.91829583),30300,CT,14494802,13771,5197,4571,1901,1191,710,33601,36,53,30300,both
MADISON,36053030200,752095,DOLGEN NEW YORK LLC,DOLLAR GENERAL #23298,3199,STATE RT 31,CANASTOTA,NY,13032,POINT (436265.9835957988 4778748.548473521),30200,CT,79435468,46792,3656,3328,1329,1053,276,30679,36,53,30200,both
MADISON,36053030102,250084,DOLGEN NEW YORK LLC,DOLLAR GENERAL STR 9723,431,N MAIN ST,ONEIDA,NY,13421,POINT (446326.1639626699 4772469.821807212),30102,CT,6232906,0,5216,4967,2243,1367,876,33750,36,53,30102,both
LIVINGSTON,36051031400,240115,DOLGEN NEW YORK LLC,DOLLAR GENERAL 6217,27,OSSIAN STREET,DANSVILLE,NY,14437,POINT (278404.5171432442 4715491.688160799),31400,CT,6199428,0,4653,4240,2271,1733,538,34279,36,51,31400,both
LIVINGSTON,36051031200,240087,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8393,9033,ST RT 408,NUNDA,NY,14517,POINT (258844.3774980337 4719400.03115574),31200,CT,164445832,680153,3919,3826,1667,1296,371,39625,36,51,31200,both
LIVINGSTON,36051031101,722825,DOLGEN NEW YORK LLC,DOLLAR GENERAL #16318,8079,SOUTH MAIN STREET,SPRINGWATER,NY,14560,POINT (287043.0091780365 4723244.221367494),31101,CT,126412574,17875,2050,1932,846,790,56,32500,36,51,31101,both
LIVINGSTON,36051030900,240116,DOLGEN NEW YORK LLC,DOLLAR GENERAL 6456,116,N MAIN ST,MOUNT MORRIS,NY,14510,POINT (264303.9481285071 4735557.524259605),30900,CT,5303317,0,3064,2614,1431,943,488,32762,36,51,30900,both
LIVINGSTON,36051030702,240120,DOLGEN NEW YORK LLC,DOLLAR GENERAL 6959,7,MAIN ST,LIVONIA,NY,14487,POINT (281659.7640071642 4744566.461055444),30702,CT,37138512,6113709,5247,4971,2098,1720,378,40326,36,51,30702,both
LIVINGSTON,36051030701,749808,DOLGEN NEW YORK LLC,DOLLAR GENERAL #22852,4797,S MAIN ST,HEMLOCK,NY,14466,POINT (286939.7964019192 4740740.047458073),30701,CT,61958841,1170593,2309,2146,893,864,29,35218,36,51,30701,both
LIVINGSTON,36051030600,240136,DOLGEN NEW YORK LLC,DOLLAR GENERAL ST# 5897,1464,ROCHESTER ST,LIMA,NY,14485,POINT (286800.5147370741 4755348.184510835),30600,CT,82596677,137228,4086,3932,1484,1149,335,31285,36,51,30600,both
LIVINGSTON,36051030300,240076,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8191,275,E MAIN ST  STE 1,AVON,NY,14414,POINT (276767.2044457622 4754272.307772104),30300,CT,8148997,0,3271,3173,1352,912,440,32348,36,51,30300,both
LIVINGSTON,36051030201,240174,DOLGEN NEW YORK LLC,DOLLAR GENERAL #6160,3707,RETSOF RD,RETSOF,NY,14533,POINT (264479.2351647747 4745970.501875143),30201,CT,160206066,31218,5172,4642,2040,1156,884,14396,36,51,30201,both
